City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised,13353.92218,,
,,,,Putnam County,,,,,Florahome,FL,,255,,1236,1.236,,25.5
,,,,Volusia County,,,,,Edgewater,FL,,2103,,18351,18.351,,210.3
,,,,Saint Johns County,,,,,Hastings,FL,,1423,,5662,5.662,,142.3
,,,,Putnam County,,,,,Interlachen,FL,,3551,,10745,10.745,,355.1
,,,,Sumter County,,,,,The Villages,FL,,3426,,30742,30.742,,342.6
,,,,Sumter County,,,,,The Villages,FL,,2997,,55439,55.439,,299.7
,,,,Flagler County,,,,,Palm Coast,FL,,6554,,45739,45.739,,655.4
,,,,Volusia County,,,,,New Smyrna Beach,FL,,3312,,25288,25.288,,331.2
,,,,Volusia County,,,,,New Smyrna Beach,FL,,517,,10232,10.232,,51.7
,,,,Volusia County,,,,,Ormond Beach,FL,,4703,,50041,50.041,,470.3
,,,,Volusia County,,,,,Ormond Beach,FL,,1855,,14772,14.772,,185.5
,,,,Putnam County,,,,,Palatka,FL,,7721,,26331,26.331,,772.1
,,,,Marion County,,,,,Ocklawaha,FL,,2083,,8023,8.023,,208.3
,,,,Volusia County,,,,,Pierson,FL,,938,,3825,3.825,,93.8
,,,,Putnam County,,,,,Pomona Park,FL,,481,,2145,2.145,,48.1
,,,,Putnam County,,,,,San Mateo,FL,,208,,1654,1.654,,20.8
,,,,Putnam County,,,,,Satsuma,FL,,1643,,5866,5.866,,164.3
,,,,Putnam County,,,,,Welaka,FL,,171,,811,0.811,,17.1
,,,,Marion County,,,,,Weirsdale,FL,,278,,3620,3.62,,27.8
,,,,Duval County,,,,,Jacksonville,FL,,1746,,6240,6.24,,174.6
,,,,Duval County,,,,,Jacksonville,FL,,1944,,7573,7.573,,194.4
,,,,Duval County,,,,,Jacksonville,FL,,6777,,28865,28.865,,677.7
,,,,Duval County,,,,,Jacksonville,FL,,6912,,35381,35.381,,691.2
,,,,Duval County,,,,,Jacksonville,FL,,12372,,60819,60.819,,1237.2
,,,,Duval County,,,,,Jacksonville,FL,,6688,,34112,34.112,,668.8
,,,,Duval County,,,,,Jacksonville,FL,,7931,,38120,38.12,,793.1
,,,,Duval County,,,,,Jacksonville,FL,,2125,,18878,18.878,,212.5
,,,,Duval County,,,,,Jacksonville,FL,,8188,,59891,59.891,,818.8
,,,,Duval County,,,,,Jacksonville,FL,,1579,,11810,11.81,,157.9
,,,,Duval County,,,,,Jacksonville,FL,,2010,,13928,13.928,,201
,,,,Duval County,,,,,Jacksonville,FL,,4233,,30040,30.04,,423.3
,,,,Duval County,,,,,Jacksonville,FL,,1021,,9710,9.71,,102.1
,,,,Duval County,,,,,Jacksonville,FL,,1776,,24371,24.371,,177.6
,,,,Duval County,,,,,Jacksonville,FL,,2701,,40354,40.354,,270.1
,,,,Duval County,,,,,Jacksonville,FL,,3474,,54270,54.27,,347.4
,,,,Duval County,,,,,Jacksonville,FL,,1296,,16289,16.289,,129.6
,,,,Duval County,,,,,Atlantic Beach,FL,,2504,,24423,24.423,,250.4
,,,,Duval County,,,,,Jacksonville,FL,,765,,6177,6.177,,76.5
,,,,Duval County,,,,,Jacksonville,FL,,10300,,60141,60.141,,1030
,,,,Duval County,,,,,Jacksonville,FL,,7478,,51513,51.513,,747.8
,,,,Duval County,,,,,Jacksonville Beach,FL,,2173,,26574,26.574,,217.3
,,,,Duval County,,,,,Jacksonville,FL,,4568,,44557,44.557,,456.8
,,,,Duval County,,,,,Jacksonville,FL,,3603,,38069,38.069,,360.3
,,,,Duval County,,,,,Jacksonville,FL,,1204,,30529,30.529,,120.4
,,,,Saint Johns County,,,,,Fruit Cove,FL,,2068,,47988,47.988,,206.8
,,,,Duval County,,,,,Neptune Beach,FL,,879,,7030,7.03,,87.9
,,,,Duval County,,,,,Jacksonville,FL,,3832,,30415,30.415,,383.2
,,,,Leon County,,,,,Tallahassee,FL,,7187,,29668,29.668,,718.7
,,,,Leon County,,,,,Tallahassee,FL,,9778,,49849,49.849,,977.8
,,,,Leon County,,,,,Tallahassee,FL,,22425,,47800,47.8,,2242.5
,,,,Leon County,,,,,Tallahassee,FL,,4743,,20719,20.719,,474.3
,,,,Leon County,,,,,Tallahassee,FL,,2342,,22561,22.561,,234.2
,,,,Leon County,,,,,Tallahassee,FL,,1407,,31001,31.001,,140.7
,,,,Leon County,,,,,Tallahassee,FL,,4616,,16172,16.172,,461.6
,,,,Leon County,,,,,Tallahassee,FL,,1250,,20866,20.866,,125
,,,,Leon County,,,,,Tallahassee,FL,,1824,,32365,32.365,,182.4
,,,,Leon County,,,,,Tallahassee,FL,,608,,14854,14.854,,60.8
,,,,Franklin County,,,,,Apalachicola,FL,,519,,3721,3.721,,51.9
,,,,Franklin County,,,,,Carrabelle,FL,,600,,4089,4.089,,60
,,,,Gadsden County,,,,,Chattahoochee,FL,,1657,,4520,4.52,,165.7
,,,,Wakulla County,,,,,Crawfordville,FL,,3100,,27829,27.829,,310
,,,,Franklin County,,,,,Eastpoint,FL,,541,,3184,3.184,,54.1
,,,,Gadsden County,,,,,Havana,FL,,1805,,10403,10.403,,180.5
,,,,Gadsden County,,,,,Midway,FL,,311,,3322,3.322,,31.1
,,,,Wakulla County,,,,,Panacea,FL,,217,,1803,1.803,,21.7
,,,,Taylor County,,,,,Perry,FL,,1173,,8135,8.135,,117.3
,,,,Taylor County,,,,,Perry,FL,,1606,,12612,12.612,,160.6
,,,,Gadsden County,,,,,Quincy,FL,,5188,,19275,19.275,,518.8
,,,,Gadsden County,,,,,Quincy,FL,,864,,6500,6.5,,86.4
,,,,Wakulla County,,,,,Sopchoppy,FL,,209,,2067,2.067,,20.9
,,,,Taylor County,,,,,Steinhatchee,FL,,147,,1240,1.24,,14.7
,,,,Bay County,,,,,Panama City,FL,,5589,,23476,23.476,,558.9
,,,,Bay County,,,,,Panama City,FL,,5570,,39552,39.552,,557
,,,,Bay County,,,,,Panama City,FL,,5771,,32513,32.513,,577.1
,,,,Bay County,,,,,Panama City Beach,FL,,985,,9735,9.735,,98.5
,,,,Bay County,,,,,Panama City,FL,,2578,,16861,16.861,,257.8
,,,,Bay County,,,,,Lynn Haven,FL,,1421,,10036,10.036,,142.1
,,,,Jackson County,,,,,Alford,FL,,523,,1763,1.763,,52.3
,,,,Washington County,,,,,Chipley,FL,,2879,,17083,17.083,,287.9
,,,,Jackson County,,,,,Cottondale,FL,,615,,3782,3.782,,61.5
,,,,Walton County,,,,,Defuniak Springs,FL,,5068,,17679,17.679,,506.8
,,,,Walton County,,,,,Defuniak Springs,FL,,1345,,7610,7.61,,134.5
,,,,Walton County,,,,,Freeport,FL,,1049,,8931,8.931,,104.9
,,,,Jackson County,,,,,Graceville,FL,,1210,,7654,7.654,,121
,,,,Jackson County,,,,,Grand Ridge,FL,,447,,3336,3.336,,44.7
,,,,Jackson County,,,,,Greenwood,FL,,561,,2842,2.842,,56.1
,,,,Bay County,,,,,Lynn Haven,FL,,2169,,21364,21.364,,216.9
,,,,Jackson County,,,,,Marianna,FL,,1870,,11501,11.501,,187
,,,,Jackson County,,,,,Marianna,FL,,2430,,8811,8.811,,243
,,,,Walton County,,,,,Ponce de Leon,FL,,1114,,4530,4.53,,111.4
,,,,Gulf County,,,,,Port Saint Joe,FL,,933,,7943,7.943,,93.3
,,,,Walton County,,,,,Santa Rosa Beach,FL,,744,,14028,14.028,,74.4
,,,,Jackson County,,,,,Sneads,FL,,772,,6016,6.016,,77.2
,,,,Washington County,,,,,Vernon,FL,,614,,3460,3.46,,61.4
,,,,Gulf County,,,,,Wewahitchka,FL,,1148,,8463,8.463,,114.8
,,,,Bay County,,,,,Youngstown,FL,,452,,6038,6.038,,45.2
,,,,Escambia County,,,,,Pensacola,FL,,5897,,34761,34.761,,589.7
,,,,Escambia County,,,,,Pensacola,FL,,3188,,22989,22.989,,318.8
,,,,Escambia County,,,,,Pensacola,FL,,4749,,24993,24.993,,474.9
,,,,Escambia County,,,,,Pensacola,FL,,6114,,36310,36.31,,611.4
,,,,Escambia County,,,,,Pensacola,FL,,3978,,30201,30.201,,397.8
,,,,Escambia County,,,,,Pensacola,FL,,5934,,44166,44.166,,593.4
,,,,Escambia County,,,,,Pensacola,FL,,2766,,36593,36.593,,276.6
,,,,Okaloosa County,,,,,Baker,FL,,834,,5546,5.546,,83.4
,,,,Escambia County,,,,,Cantonment,FL,,2097,,27135,27.135,,209.7
,,,,Escambia County,,,,,Pensacola,FL,,2168,,14636,14.636,,216.8
,,,,Okaloosa County,,,,,Crestview,FL,,2434,,22746,22.746,,243.4
,,,,Okaloosa County,,,,,Crestview,FL,,4185,,29195,29.195,,418.5
,,,,Okaloosa County,,,,,Destin,FL,,1187,,17524,17.524,,118.7
,,,,Okaloosa County,,,,,Fort Walton Beach,FL,,4427,,34058,34.058,,442.7
,,,,Okaloosa County,,,,,Fort Walton Beach,FL,,3707,,21076,21.076,,370.7
,,,,Walton County,,,,,Miramar Beach,FL,,666,,8290,8.29,,66.6
,,,,Santa Rosa County,,,,,Gulf Breeze,FL,,783,,9154,9.154,,78.3
,,,,Santa Rosa County,,,,,Gulf Breeze,FL,,1880,,25344,25.344,,188
,,,,Okaloosa County,,,,,Holt,FL,,215,,2569,2.569,,21.5
,,,,Santa Rosa County,,,,,Navarre,FL,,3693,,36714,36.714,,369.3
,,,,Okaloosa County,,,,,Laurel Hill,FL,,462,,3114,3.114,,46.2
,,,,Okaloosa County,,,,,Mary Esther,FL,,1439,,12358,12.358,,143.9
,,,,Santa Rosa County,,,,,Milton,FL,,4244,,30099,30.099,,424.4
,,,,Santa Rosa County,,,,,Pace,FL,,3141,,33442,33.442,,314.1
,,,,Escambia County,,,,,Molino,FL,,302,,4321,4.321,,30.2
,,,,Okaloosa County,,,,,Niceville,FL,,2069,,32246,32.246,,206.9
,,,,Okaloosa County,,,,,Shalimar,FL,,871,,10230,10.23,,87.1
,,,,Okaloosa County,,,,,Valparaiso,FL,,447,,4200,4.2,,44.7
,,,,Santa Rosa County,,,,,Milton,FL,,4444,,29678,29.678,,444.4
,,,,Alachua County,,,,,Gainesville,FL,,7741,,18182,18.182,,774.1
,,,,Alachua County,,,,,Gainesville,FL,,2233,,7414,7.414,,223.3
,,,,Alachua County,,,,,Gainesville,FL,,2588,,23739,23.739,,258.8
,,,,Alachua County,,,,,Gainesville,FL,,1881,,23991,23.991,,188.1
,,,,Alachua County,,,,,Gainesville,FL,,9922,,30728,30.728,,992.2
,,,,Alachua County,,,,,Gainesville,FL,,14470,,48948,48.948,,1447
,,,,Alachua County,,,,,Gainesville,FL,,5107,,18426,18.426,,510.7
,,,,Alachua County,,,,,Alachua,FL,,2062,,14531,14.531,,206.2
,,,,Marion County,,,,,Anthony,FL,,852,,4598,4.598,,85.2
,,,,Alachua County,,,,,Archer,FL,,1481,,7922,7.922,,148.1
,,,,Gilchrist County,,,,,Bell,FL,,1123,,4475,4.475,,112.3
,,,,Levy County,,,,,Bronson,FL,,1080,,5471,5.471,,108
,,,,Levy County,,,,,Cedar Key,FL,,327,,1564,1.564,,32.7
,,,,Levy County,,,,,Manattee Road,FL,,2433,,8452,8.452,,243.3
,,,,Gilchrist County,,,,,Trenton,FL,,872,,5048,5.048,,87.2
,,,,Putnam County,,,,,Hawthorne,FL,,1820,,11132,11.132,,182
,,,,Alachua County,,,,,High Springs,FL,,1331,,11554,11.554,,133.1
,,,,Alachua County,,,,,Gainesville,FL,,1747,,13583,13.583,,174.7
,,,,Clay County,,,,,Keystone Heights,FL,,2331,,14080,14.08,,233.1
,,,,Putnam County,,,,,Melrose,FL,,1429,,6019,6.019,,142.9
,,,,Alachua County,,,,,Micanopy,FL,,656,,4019,4.019,,65.6
,,,,Levy County,,,,,Morriston,FL,,874,,4619,4.619,,87.4
,,,,Alachua County,,,,,Newberry,FL,,1012,,12646,12.646,,101.2
,,,,Dixie County,,,,,Old Town,FL,,2533,,10104,10.104,,253.3
,,,,Marion County,,,,,Reddick,FL,,956,,4944,4.944,,95.6
,,,,Gilchrist County,,,,,Trenton,FL,,2175,,12079,12.079,,217.5
,,,,Levy County,,,,,Williston,FL,,2298,,12408,12.408,,229.8
,,,,Seminole County,,,,,Altamonte Springs,FL,,2934,,21987,21.987,,293.4
,,,,Lake County,,,,,Altoona,FL,,590,,2785,2.785,,59
,,,,Orange County,,,,,Apopka,FL,,8524,,48853,48.853,,852.4
,,,,Seminole County,,,,,Casselberry,FL,,5008,,35399,35.399,,500.8
,,,,Seminole County,,,,,Winter Springs,FL,,4279,,45097,45.097,,427.9
,,,,Orange County,,,,,Christmas,FL,,387,,1742,1.742,,38.7
,,,,Orange County,,,,,Apopka,FL,,3730,,45683,45.683,,373
,,,,Volusia County,,,,,Debary,FL,,1989,,20223,20.223,,198.9
,,,,Seminole County,,,,,Altamonte Springs,FL,,4618,,36004,36.004,,461.8
,,,,Volusia County,,,,,Deland,FL,,5431,,30940,30.94,,543.1
,,,,Volusia County,,,,,Deland,FL,,5591,,35314,35.314,,559.1
,,,,Volusia County,,,,,Deltona,FL,,6646,,47405,47.405,,664.6
,,,,Lake County,,,,,Eustis,FL,,4582,,22048,22.048,,458.2
,,,,Seminole County,,,,,Casselberry,FL,,747,,5640,5.64,,74.7
,,,,Seminole County,,,,,Geneva,FL,,415,,4559,4.559,,41.5
,,,,Lake County,,,,,Grand Island,FL,,379,,4261,4.261,,37.9
,,,,Lake County,,,,,Eustis,FL,,1064,,10210,10.21,,106.4
,,,,Volusia County,,,,,Deltona,FL,,7461,,45042,45.042,,746.1
,,,,Volusia County,,,,,Lake Helen,FL,,453,,3808,3.808,,45.3
,,,,Seminole County,,,,,Lake Mary,FL,,3555,,42044,42.044,,355.5
,,,,Seminole County,,,,,Longwood,FL,,2669,,24107,24.107,,266.9
,,,,Orange County,,,,,Maitland,FL,,2668,,22610,22.61,,266.8
,,,,Brevard County,,,,,Mims,FL,,1446,,10469,10.469,,144.6
,,,,Lake County,,,,,Mount Dora,FL,,2661,,26129,26.129,,266.1
,,,,Volusia County,,,,,Oak Hill,FL,,546,,2757,2.757,,54.6
,,,,Volusia County,,,,,Orange City,FL,,3218,,22957,22.957,,321.8
,,,,Brevard County,,,,,Mims,FL,,455,,3514,3.514,,45.5
,,,,Seminole County,,,,,Oviedo,FL,,7510,,63974,63.974,,751
,,,,Seminole County,,,,,Oviedo,FL,,1122,,17240,17.24,,112.2
,,,,Lake County,,,,,Paisley,FL,,599,,3057,3.057,,59.9
,,,,Seminole County,,,,,Sanford,FL,,8843,,52002,52.002,,884.3
,,,,Seminole County,,,,,Sanford,FL,,5466,,31659,31.659,,546.6
,,,,Lake County,,,,,Sorrento,FL,,645,,12644,12.644,,64.5
,,,,Lake County,,,,,Tavares,FL,,1906,,20694,20.694,,190.6
,,,,Seminole County,,,,,Longwood,FL,,1448,,29600,29.6,,144.8
,,,,Brevard County,,,,,Titusville,FL,,5152,,35199,35.199,,515.2
,,,,Lake County,,,,,Umatilla,FL,,2388,,11824,11.824,,238.8
,,,,Orange County,,,,,Winter Park,FL,,2224,,25879,25.879,,222.4
,,,,Orange County,,,,,Winter Park,FL,,8171,,50867,50.867,,817.1
,,,,Brevard County,,,,,Titusville,FL,,4000,,20772,20.772,,400
,,,,Orange County,,,,,Orlando,FL,,2206,,12383,12.383,,220.6
,,,,Orange County,,,,,Orlando,FL,,1681,,18302,18.302,,168.1
,,,,Orange County,,,,,Orlando,FL,,2111,,17848,17.848,,211.1
,,,,Orange County,,,,,Orlando,FL,,3906,,27324,27.324,,390.6
,,,,Orange County,,,,,Orlando,FL,,7463,,33310,33.31,,746.3
,,,,Orange County,,,,,Sky Lake,FL,,6855,,28575,28.575,,685.5
,,,,Orange County,,,,,Orlando,FL,,7573,,36535,36.535,,757.3
,,,,Orange County,,,,,Orlando,FL,,5418,,35290,35.29,,541.8
,,,,Orange County,,,,,Orlando,FL,,452,,8079,8.079,,45.2
,,,,Orange County,,,,,Orlando,FL,,7385,,36033,36.033,,738.5
,,,,Orange County,,,,,Pine Hills,FL,,11082,,53839,53.839,,1108.2
,,,,Orange County,,,,,Doctor Phillips,FL,,2940,,28301,28.301,,294
,,,,Orange County,,,,,Williamsburg,FL,,3093,,17294,17.294,,309.3
,,,,Orange County,,,,,Orlando,FL,,16545,,60935,60.935,,1654.5
,,,,Orange County,,,,,Orlando,FL,,6026,,44568,44.568,,602.6
,,,,Orange County,,,,,Orlando,FL,,8145,,57344,57.344,,814.5
,,,,Orange County,,,,,Orlando,FL,,5617,,36125,36.125,,561.7
,,,,Orange County,,,,,Orlando,FL,,613,,9872,9.872,,61.3
,,,,Orange County,,,,,Orlando,FL,,9503,,64955,64.955,,950.3
,,,,Orange County,,,,,Orlando,FL,,1907,,19885,19.885,,190.7
,,,,Orange County,,,,,Orlando,FL,,1420,,21419,21.419,,142
,,,,Orange County,,,,,Wedgefield,FL,,1220,,9451,9.451,,122
,,,,Orange County,,,,,Orlando,FL,,4494,,42861,42.861,,449.4
,,,,Orange County,,,,,Doctor Phillips,FL,,2107,,18471,18.471,,210.7
,,,,Orange County,,,,,Orlando,FL,,5886,,55855,55.855,,588.6
,,,,Orange County,,,,,Orlando,FL,,13053,,54617,54.617,,1305.3
,,,,Brevard County,,,,,Melbourne,FL,,5729,,24763,24.763,,572.9
,,,,Brevard County,,,,,Melbourne,FL,,973,,13506,13.506,,97.3
,,,,Brevard County,,,,,West Melbourne,FL,,3252,,30068,30.068,,325.2
,,,,Brevard County,,,,,Palm Bay,FL,,5167,,23848,23.848,,516.7
,,,,Brevard County,,,,,Palm Bay,FL,,5614,,42895,42.895,,561.4
,,,,Brevard County,,,,,Palm Bay,FL,,2417,,12500,12.5,,241.7
,,,,Brevard County,,,,,Palm Bay,FL,,3649,,30468,30.468,,364.9
,,,,Brevard County,,,,,Cape Canaveral,FL,,1522,,10077,10.077,,152.2
,,,,Brevard County,,,,,Cocoa,FL,,3277,,23373,23.373,,327.7
,,,,Brevard County,,,,,Cocoa,FL,,3403,,26401,26.401,,340.3
,,,,Brevard County,,,,,Cocoa Beach,FL,,1108,,14112,14.112,,110.8
,,,,Brevard County,,,,,Melbourne,FL,,796,,17802,17.802,,79.6
,,,,Brevard County,,,,,Melbourne,FL,,6485,,41704,41.704,,648.5
,,,,Brevard County,,,,,Satellite Beach,FL,,1757,,26604,26.604,,175.7
,,,,Brevard County,,,,,Melbourne,FL,,2360,,38683,38.683,,236
,,,,Indian River County,,,,,Fellsmere,FL,,2292,,8035,8.035,,229.2
,,,,Brevard County,,,,,Grant-Valkaria,FL,,169,,2508,2.508,,16.9
,,,,Brevard County,,,,,Malabar,FL,,460,,4196,4.196,,46
,,,,Brevard County,,,,,Melbourne Beach,FL,,496,,11134,11.134,,49.6
,,,,Brevard County,,,,,Merritt Island,FL,,1879,,20599,20.599,,187.9
,,,,Brevard County,,,,,Merritt Island,FL,,3694,,23578,23.578,,369.4
,,,,Brevard County,,,,,Rockledge,FL,,3144,,37979,37.979,,314.4
,,,,Indian River County,,,,,Sebastian,FL,,3456,,27439,27.439,,345.6
,,,,Indian River County,,,,,Vero Beach,FL,,3214,,21323,21.323,,321.4
,,,,Indian River County,,,,,Vero Beach,FL,,2791,,24429,24.429,,279.1
,,,,Indian River County,,,,,Vero Beach,FL,,665,,15039,15.039,,66.5
,,,,Indian River County,,,,,Vero Beach,FL,,1418,,16889,16.889,,141.8
,,,,Indian River County,,,,,Vero Beach,FL,,3520,,20782,20.782,,352
,,,,Indian River County,,,,,Vero Beach,FL,,996,,13738,13.738,,99.6
,,,,Brevard County,,,,,Micco,FL,,1572,,8900,8.9,,157.2
,,,,Broward County,,,,,Dania Beach,FL,,4067,,16945,16.945,,406.7
,,,,Broward County,,,,,Hallandale,FL,,8503,,41250,41.25,,850.3
,,,,Miami-Dade County,,,,,Hialeah,FL,,13000,,47500,47.5,,1300
,,,,Miami-Dade County,,,,,Hialeah,FL,,19088,,75992,75.992,,1908.8
,,,,Miami-Dade County,,,,,Hialeah,FL,,9315,,34180,34.18,,931.5
,,,,Miami-Dade County,,,,,Hialeah,FL,,10959,,40690,40.69,,1095.9
,,,,Miami-Dade County,,,,,Country Club,FL,,10474,,66343,66.343,,1047.4
,,,,Miami-Dade County,,,,,Hialeah,FL,,10315,,52124,52.124,,1031.5
,,,,Miami-Dade County,,,,,Hialeah,FL,,6332,,50119,50.119,,633.2
,,,,Broward County,,,,,Hollywood,FL,,1632,,14956,14.956,,163.2
,,,,Broward County,,,,,Hollywood,FL,,10132,,44667,44.667,,1013.2
,,,,Broward County,,,,,Hollywood,FL,,5074,,47461,47.461,,507.4
,,,,Broward County,,,,,Miramar,FL,,12430,,71766,71.766,,1243
,,,,Broward County,,,,,Pembroke Pines,FL,,8511,,74780,74.78,,851.1
,,,,Broward County,,,,,Miramar,FL,,8485,,68450,68.45,,848.5
,,,,Broward County,,,,,Pembroke Pines,FL,,2130,,30962,30.962,,213
,,,,Broward County,,,,,Miramar,FL,,4471,,60467,60.467,,447.1
,,,,Broward County,,,,,Pembroke Pines,FL,,1091,,28498,28.498,,109.1
,,,,Broward County,,,,,Pembroke Pines,FL,,2431,,48169,48.169,,243.1
,,,,Miami-Dade County,,,,,Homestead,FL,,11176,,34967,34.967,,1117.6
,,,,Miami-Dade County,,,,,Homestead,FL,,826,,6676,6.676,,82.6
,,,,Miami-Dade County,,,,,Princeton,FL,,11650,,45380,45.38,,1165
,,,,Monroe County,,,,,Islamorada,FL,,446,,3364,3.364,,44.6
,,,,Monroe County,,,,,Key Largo,FL,,1849,,11105,11.105,,184.9
,,,,Monroe County,,,,,Key West,FL,,4325,,34713,34.713,,432.5
,,,,Monroe County,,,,,Summerland Key,FL,,520,,6609,6.609,,52
,,,,Monroe County,,,,,Big Pine Key,FL,,306,,5385,5.385,,30.6
,,,,Monroe County,,,,,Marathon,FL,,1689,,9475,9.475,,168.9
,,,,Monroe County,,,,,Key Colony Beach,FL,,3,,670,0.67,,0.3
,,,,Miami-Dade County,,,,,Miami Gardens,FL,,9751,,45389,45.389,,975.1
,,,,Miami-Dade County,,,,,Miami Gardens,FL,,8438,,35055,35.055,,843.8
,,,,Broward County,,,,,Pompano Beach,FL,,9042,,36288,36.288,,904.2
,,,,Broward County,,,,,Pompano Beach,FL,,2685,,22012,22.012,,268.5
,,,,Broward County,,,,,Margate,FL,,6285,,54383,54.383,,628.5
,,,,Broward County,,,,,Pompano Beach,FL,,12115,,61076,61.076,,1211.5
,,,,Broward County,,,,,Coral Springs,FL,,8099,,55913,55.913,,809.9
,,,,Broward County,,,,,Coconut Creek,FL,,1300,,17137,17.137,,130
,,,,Broward County,,,,,Coral Springs,FL,,1267,,29289,29.289,,126.7
,,,,Broward County,,,,,North Lauderdale,FL,,9648,,51978,51.978,,964.8
,,,,Broward County,,,,,Pompano Beach,FL,,3957,,27302,27.302,,395.7
,,,,Monroe County,,,,,Tavernier,FL,,379,,5177,5.177,,37.9
,,,,Broward County,,,,,Coral Springs,FL,,3083,,38686,38.686,,308.3
,,,,Broward County,,,,,Coconut Creek,FL,,2620,,33154,33.154,,262
,,,,Broward County,,,,,Parkland,FL,,1570,,35123,35.123,,157
,,,,Miami-Dade County,,,,,Fisher Island,FL,,50,,431,0.431,,5
,,,,Miami-Dade County,,,,,Miami,FL,,17482,,61036,61.036,,1748.2
,,,,Miami-Dade County,,,,,Miami,FL,,12281,,53962,53.962,,1228.1
,,,,Miami-Dade County,,,,,Miami,FL,,2398,,7313,7.313,,239.8
,,,,Miami-Dade County,,,,,Miami,FL,,1435,,12559,12.559,,143.5
,,,,Miami-Dade County,,,,,Miami,FL,,7852,,25924,25.924,,785.2
,,,,Miami-Dade County,,,,,Miami,FL,,2256,,16593,16.593,,225.6
,,,,Miami-Dade County,,,,,Miami,FL,,1801,,11816,11.816,,180.1
,,,,Miami-Dade County,,,,,Miami,FL,,5275,,34421,34.421,,527.5
,,,,Miami-Dade County,,,,,Coral Gables,FL,,4521,,42496,42.496,,452.1
,,,,Miami-Dade County,,,,,Miami,FL,,10969,,39502,39.502,,1096.9
,,,,Miami-Dade County,,,,,Miami,FL,,3698,,23316,23.316,,369.8
,,,,Miami-Dade County,,,,,Miami,FL,,7704,,30151,30.151,,770.4
,,,,Miami-Dade County,,,,,Miami Beach,FL,,5879,,38154,38.154,,587.9
,,,,Miami-Dade County,,,,,Miami Beach,FL,,2151,,22044,22.044,,215.1
,,,,Miami-Dade County,,,,,Miami Beach,FL,,8092,,40391,40.391,,809.2
,,,,Miami-Dade County,,,,,Glenvar Heights,FL,,3511,,32153,32.153,,351.1
,,,,Miami-Dade County,,,,,Miami,FL,,4750,,29466,29.466,,475
,,,,Miami-Dade County,,,,,Miami,FL,,5123,,32286,32.286,,512.3
,,,,Miami-Dade County,,,,,Coral Gables,FL,,864,,15713,15.713,,86.4
,,,,Miami-Dade County,,,,,Key Biscayne,FL,,846,,13074,13.074,,84.6
,,,,Miami-Dade County,,,,,Bal Harbour,FL,,1666,,14775,14.775,,166.6
,,,,Miami-Dade County,,,,,Miami,FL,,5386,,46324,46.324,,538.6
,,,,Miami-Dade County,,,,,Pinecrest,FL,,2476,,33923,33.923,,247.6
,,,,Miami-Dade County,,,,,Village of Palmetto Bay,FL,,10544,,69127,69.127,,1054.4
,,,,Miami-Dade County,,,,,Village of Palmetto Bay,FL,,210,,6501,6.501,,21
,,,,Miami-Dade County,,,,,Sunny Isles Beach,FL,,5078,,41045,41.045,,507.8
,,,,Miami-Dade County,,,,,North Miami,FL,,14811,,56540,56.54,,1481.1
,,,,Miami-Dade County,,,,,North Miami Beach,FL,,8407,,47349,47.349,,840.7
,,,,Miami-Dade County,,,,,University Park,FL,,9748,,57357,57.357,,974.8
,,,,Miami-Dade County,,,,,Miami Springs,FL,,2911,,24406,24.406,,291.1
,,,,Miami-Dade County,,,,,Miami Gardens,FL,,7363,,40106,40.106,,736.3
,,,,Miami-Dade County,,,,,Goulds,FL,,3637,,14399,14.399,,363.7
,,,,Miami-Dade County,,,,,Fountainbleau,FL,,6406,,43085,43.085,,640.6
,,,,Miami-Dade County,,,,,Kendall,FL,,3235,,31824,31.824,,323.5
,,,,Miami-Dade County,,,,,Fountainbleau,FL,,4717,,34162,34.162,,471.7
,,,,Miami-Dade County,,,,,Tamiami,FL,,8606,,54144,54.144,,860.6
,,,,Miami-Dade County,,,,,Kendall,FL,,4443,,52828,52.828,,444.3
,,,,Miami-Dade County,,,,,South Miami Heights,FL,,7595,,58683,58.683,,759.5
,,,,Miami-Dade County,,,,,Doral,FL,,6471,,49430,49.43,,647.1
,,,,Miami-Dade County,,,,,Ives Estates,FL,,6893,,45094,45.094,,689.3
,,,,Miami-Dade County,,,,,Aventura,FL,,2819,,31878,31.878,,281.9
,,,,Miami-Dade County,,,,,North Miami,FL,,3318,,19462,19.462,,331.8
,,,,Miami-Dade County,,,,,Tamiami,FL,,1455,,18173,18.173,,145.5
,,,,Miami-Dade County,,,,,Kendale Lakes,FL,,5306,,39100,39.1,,530.6
,,,,Miami-Dade County,,,,,Tamiami,FL,,2832,,22896,22.896,,283.2
,,,,Miami-Dade County,,,,,Kendall West,FL,,2598,,31647,31.647,,259.8
,,,,Miami-Dade County,,,,,The Crossings,FL,,7323,,71260,71.26,,732.3
,,,,Miami-Dade County,,,,,Richmond West,FL,,1330,,18613,18.613,,133
,,,,Miami-Dade County,,,,,Cutler Bay,FL,,4183,,27231,27.231,,418.3
,,,,Miami-Dade County,,,,,Cutler Bay,FL,,1967,,15802,15.802,,196.7
,,,,Miami-Dade County,,,,,Kendall West,FL,,6980,,51417,51.417,,698
